player,message,label,type
Adobs#SiR,heal sage,neutral,voice
Adobs#SiR, plant the spike,positive,voice
Adobs#SiR, rotate,positive,voice
TRB Chimkemn #star,bobo,negative,voice
TRB Chimkemn #star, tanga,negative,voice
TRB Chimkemn #star, inutil,negative,voice
TRB Chimkemn #star, hayop,negative,voice
TRB Chimkemn #star, di ka mahal ng mama mo,negative,voice
TRB Chimkemn #star, di ka mahal ng mahal mo,negative,voice
TRB Chimkemn #star, mamatay ka na,negative,voice
TRB Chimkemn #star, sana mag ka cancer ka,negative,voice
TRB Chimkemn #star, cancer ka,negative,voice
TRB Chimkemn #star, stupid,negative,voice
TRB Chimkemn #star, stupid piece of shit,negative,voice
TRB Chimkemn #star, bwaka nang ina mo,negative,voice
Mar #1428,"""potangenamo""",negative,voice
Danizue#GF2,Tanga2,negative,voice
Danizue#GF2, mga A.I,negative,voice
Walrider#1139,nt,positive,voice
Danizue#GF2,Tanga2,negative,voice
Danizue#GF2, Mga Bobo,negative,voice
Birkin#POM,Bobo,negative,voice
0,gg,neutral,voice
NinJayx#5601,bot frag,negative,voice
NinJayx#5601, bobo,negative,voice
NinJayx#5601, ,,voice
hecs#2OO1,Di ka mahal ng mama mo,negative,voice
hecs#2001,Di ka mahal ng mama mo,negative,voice
NinJayx#5601,galingan niyo naman,negative,voice
indophenol#blue,bumalik ka na sa nanay mo,negative,voice
indophenol#blue, bobo tumira,negative,voice
indophenol#blue, tangina ambobo,negative,voice
K45oyik #1206,Y'all suck,negative,voice
K45oyik #1206,can't play in this elo,negative,voice
VACation #8952,"""ANG BOBO MO PRE""",negative,voice
Daemon#jmavy,'bobo ka',negative,voice
I dont play anymore haha,Bobo,negative,voice
I dont play anymore haha, putangina ka,negative,voice
I dont play anymore haha, gago,negative,voice
I dont play anymore haha, ulol,negative,voice
0,Tite mo,negative,voice
0, GG EZ MGA BOBO,negative,voice
pheyb #ajn,tanga mo,negative,voice
pheyb #ajn, bobo,negative,voice
pheyb #ajn, bot frag amp,negative,voice
pheyb #ajn,,,voice
hecs#2OO1,GGEZ,negative,voice
nakamoto yuta#127,bobo,negative,voice
nakamoto yuta#127, quit ka na,negative,voice
nakamoto yuta#127, can i have skin,neutral,voice
valkri#4126,bobo,negative,voice
valkri#4126, tanga,negative,voice
valkri#4126, inutil,negative,voice
valkri#4126, tarantado,negative,voice
Vellium #3189,ang bobo nyo,negative,voice
Vellium #3189, ang tanga,negative,voice
Alexis#Sol,bobo,negative,voice
Alexis#Sol,amputa,negative,voice
Alexis#Sol, f u,negative,voice
Alexis#Sol, noob,negative,voice
Hamburger#pls,Bobo,negative,voice
Hamburger#pls, tanga,negative,voice
Hamburger#pls, bisakol,negative,voice
Hamburger#pls, tangalog,negative,voice
Hamburger#pls, boy pisonet,negative,voice
0,bobo,negative,voice
0, wag ka na maglaro,negative,voice
0, uninstall mo na yan,negative,voice
0,tingin mapa,negative,voice
Sourcrem #potat,Often says the things I do wrong and they constantly backseat you for no reason ,negative,voice
オーケー # euri,B*tch,negative,voice
オーケー # euri, nah go back to your poor place idiot,negative,voice
オーケー # euri, just play roblox instead valorant,negative,voice
Aei#3633,tanga,negative,voice
Aei#3633, bobo,negative,voice
Aei#3633, tanginamo,negative,voice
Aei#3633, stupid bitch,negative,voice
Aei#3633, pabebe (because of my voice),negative,voice
0,pa-heal (tapos sisigaw pa kahit sinabing cd pa,negative,voice
0, tanga rin e),negative,voice
0, tanga,negative,voice
0, supot,negative,voice
0, 'di ka ba pinapaglaba ng nanay mo?,negative,voice
0, pakantot ka na lang para may kwenta ka,negative,voice
0, paboost pa more,negative,voice
0, wag ka na magvalo,negative,voice
0, *some are the same as what I am seeing in valorant chatbox*,negative,voice
Serakku#002,Racist words,negative,voice
Serakku#002, Offensive words and calling names(immature). ,negative,voice
Yummy hotdog #tomeh,Tanginamo,negative,voice
Yummy hotdog #tomeh, pakyu,negative,voice
Yummy hotdog #tomeh, gg sa kampi,negative,voice
Kimchi#9161,Bobo mo,negative,voice
Kimchi#9161, putangina mo,negative,voice
Kimchi#9161, quit valo ka na,negative,voice
monami#00626,ang bobo mo maglaro,negative,voice
AE Den#Pride,"""Trade me bro""",positive,voice
ambag ko topfrag #mwaps,pabuhat mga babae,negative,voice
ambag ko topfrag #mwaps, typical misogynist shit,negative,voice
Nanashi#1003,tanga,negative,voice
Nanashi#1003, stupid,negative,voice
Nanashi#1003, fuck you,negative,voice
crmldr#ciel,idiot,negative,voice
crmldr#ciel, stupid,negative,voice
crmldr#ciel,  fucking bitch,negative,voice
crmldr#ciel, bobo,negative,voice
crmldr#ciel, a lot more that i dont remember ,,voice
Nishimiya#lia,"“f*ck you”
“get good",negative,voice
Nishimiya#lia," noob”
“please kill yourself",negative,voice
Nishimiya#lia," f*cking idiot”
“(comment about one's mother)”
“(comment about one's sexuality)”",negative,voice
clementine #KAIS,nword,negative,voice
clementine #KAIS, stupid,negative,voice
clementine #KAIS, bulok,negative,voice
clementine #KAIS, bobo,negative,voice
clementine #KAIS, gago,negative,voice
clementine #KAIS, tanga,negative,voice
SENPAI#81028,YES,neutral,voice
paupau#5534,quit valorant,negative,voice
paupau#5534, stupid,negative,voice
KingQueen#jeff,bobo  ,negative,voice
Isumi Tachiii #mpty,Nice try,positive,voice
Isumi Tachiii #mpty, nice one,positive,voice
Isumi Tachiii #mpty, comms like in heaven,positive,voice
Isumi Tachiii #mpty, hell,positive,voice
Isumi Tachiii #mpty, belt,positive,voice
Isumi Tachiii #mpty, depends on what map,,voice
UFC Hot Sauce #UFCHS,So bad,negative,voice
UFC Hot Sauce #UFCHS, and bad words,negative,voice
Mushu#1120,What the fuck!,negative,voice
Mushu#1120, What are you doing?!,negative,voice
bbkakai #catto,Ang Bobo mo naman,negative,voice
bbkakai #catto, ano yan?,negative,voice
bbkakai #catto, tanga naman nento,negative,voice
0,entry,neutral,voice
0,smoke,neutral,voice
0,bad words,negative,voice
0,,,voice
noda#0000,what are you doing,negative,voice
Icewallowcome#bet,tangina mo,negative,voice
Icewallowcome#bet, tanga,negative,voice
Icewallowcome#bet, quit valo ka na,negative,voice
Leni Rebrimstone#yssa,Heal me Sage,neutral,voice
Leni Rebrimstone#yssa, Bobo Mo,negative,voice
Leni Rebrimstone#yssa, Entry Duelist Ano Na,negative,voice
Leni Rebrimstone#yssa, Smoke mo Tanga,negative,voice
Leni Rebrimstone#yssa, Pa-drop,neutral,voice
Leni Rebrimstone#yssa, ,,voice
LFT Crunchiee #1228,tanginamo,negative,voice
LFT Crunchiee #1228, tanga,negative,voice
LFT Crunchiee #1228, bobo,negative,voice
LFT Crunchiee #1228, etc.,,voice
1T Draaaude #k1ng,boosted,negative,voice
1T Draaaude #k1ng, How much,negative,voice
1T Draaaude #k1ng, noob,negative,voice
LikMaB#alls,WTF Bro,negative,voice
LikMaB#alls, What u doin,negative,voice
LikMaB#alls, Dumbass,negative,voice
LikMaB#alls, Putang ina mo,negative,voice
LikMaB#alls, Fuck you,negative,voice
LikMaB#alls, Gay,negative,voice
LikMaB#alls, etc.,,voice
K4t4kuri #5030,matulog ka nalang,negative,voice
K4t4kuri #5030,sana okay kalang (agent),negative,voice
egg #bonn,bobo,negative,voice
egg #bonn, babae kasi,negative,voice
Garou #5440,idk people doesn't talk to much in this game.,negative,voice
ETOC Kiyo#2213,There Rushing,positive,voice
ETOC Kiyo#2213,on site,positive,voice
ETOC Kiyo#2213, ggwp,positive,voice
oyasumi#5643,"""Umalis ka na nga dito""",negative,voice
oyasumi#5643," ""noob""",negative,voice
oyasumi#5643, curse words,negative,voice
oyasumi#5643, namecalling,negative,voice
SEN Ghost#2693,'Related to S*x' and 'stop playing dum*a*s sh*t' i dont know why valorant community is so toxic and some of them are not its just so sad that many of valorant player didnt teamup as a team instead of teaming up they do argument.,negative,voice
Miwa#0710,tatanga niyo,negative,voice
Miwa#0710, sage heal me,neutral,voice
Miwa#0710, tanginamo bobo nanay mo,negative,voice
CE somi#zenin,noob,negative,voice
CE somi#zenin, bobo,negative,voice
CE somi#zenin, stupid,negative,voice
CE somi#zenin, idiot,negative,voice
CE somi#zenin, dick,negative,voice
CE somi#zenin, cock sucker,negative,voice
CE somi#zenin, pussy,negative,voice
CE somi#zenin, mf,negative,voice
CE somi#zenin,,,voice
YXA Wala#YSA,"ok
",neutral,voice
GrimReaper#Prime,"""bobo"" ""p*tangina mo"" ""tang*na mo""",negative,voice
MasterBencion#111,*words mentioned earlier and someothers,,voice
Ennaira#saint,uninstall valorant,negative,voice
Ennaira#saint, di mo narinig yun?,negative,voice
Ennaira#saint, tanga amp,negative,voice
ZALE#love,Tanga,negative,voice
ZALE#love,quit,negative,voice
ZALE#love,anobayan,negative,voice
Ryuichii #2176,N/A,,voice
krazyybeeeee#barbs,Ang bobo mo maglaro,negative,voice
krazyybeeeee#barbs, t*nga-t*nga,negative,voice
krazyybeeeee#barbs, mag-uninstall ka na lang,negative,voice
krazyybeeeee#barbs, at bakit nabuhay ka pa ,negative,voice
Ryuichii #2176,N/A,,voice
Sora#ODRI,nice try,positive,voice
Sora#ODRI, nice,positive,voice
Sora#ODRI, gg,neutral,voice
Sora#ODRI, nice game,positive,voice
Sora#ODRI, bobo,negative,voice
Sora#ODRI, tanga,negative,voice
Sora#ODRI, heal,negative,voice
Sora#ODRI, nice shot,positive,voice
Sora#ODRI, easy,negative,voice
Ducky One#dace,nasa likod mo,negative,voice
Jsauce#1212,Bobo mo,negative,voice
Jsauce#1212, anong aim yan?,negative,voice
Jsauce#1212, wtf,negative,voice
Jsauce#1212, stupid,negative,voice
GUYS Kensh1n #xenim,fuck you,negative,voice
GUYS Kensh1n #xenim, suck my dick,negative,voice
NissanSilvia S15 #Panda,Tang ina,negative,voice
NissanSilvia S15 #Panda, ang bano naman,negative,voice
NissanSilvia S15 #Panda, tanga,negative,voice
NissanSilvia S15 #Panda, ang bobo,negative,voice
Hyacinth#6661,'bobo ka (agent name)' 'babae pala kaya pala bobo' 'pa kant*t ka nlng saken (agent name)',negative,voice
Ninsbaby#Ganda,A site,positive,voice
Ninsbaby#Ganda,B site,positive,voice
Ninsbaby#Ganda,C site,positive,voice
Ninsbaby#Ganda,dun sa mid,positive,voice
Double Dee # GGFL,wala nag sasalita sa mga taga Singapore low rank lng kase me,negative,voice
mommy #nicv,shut the fuck up ,negative,voice
P∆P SammyP #CMMA,Same as above,,voice
iskay #0525,minumura yung mga botfrags,negative,voice
iskay #0525, kinokompara ang kakampi sa kalaban lalo na kapag magkapareho sila ng agent na ginagamit,negative,voice
iskay #0525, worst part is dinadamay yung magulang,negative,voice
iskay #0525, binubully ang mga LGBT and mga babae,negative,voice
iskay #0525, nag-iingay kapag nagcclutch yung ayaw nilang kakampi,negative,voice
Yaroツ#pork,Dumb,negative,voice
Yaroツ#pork,Idiot,negative,voice
Yaroツ#pork,Leave the game,negative,voice
RAAALD #3685,almost always the same as the words I see in the chat box -- tanginamo,negative,voice
RAAALD #3685, tangina,negative,voice
RAAALD #3685, bobo,negative,voice
RAAALD #3685, tanga,negative,voice
RAAALD #3685, bisakol,negative,voice
RAAALD #3685, sana mamatay na (relative) mo,negative,voice
RAAALD #3685, maghugas ka na lang ng plato,negative,voice
RAAALD #3685, di ka na aangat etc.,negative,voice
Vaxi#Vaxi,noob,negative,voice
Vaxi#Vaxi,fucker,negative,voice
Vaxi#Vaxi,bobo,negative,voice
Vaxi#Vaxi,tanga,negative,voice
Vaxi#Vaxi,stupid,negative,voice
Puppyz#5531,Idiot????,negative,voice
Puppyz#5531, Bobo,negative,voice
Puppyz#5531, Di kaba marunong gago??,negative,voice
rakeel #likea,noob,negative,voice
rakeel #likea, idiot,negative,voice
rakeel #likea, stupid,negative,voice
rakeel #likea, and bad aim,negative,voice
kaitoch4n#khai,tangina mo,negative,voice
kaitoch4n#khai,(some coms where enemy),,voice
Dayangca#2390,"""Hoy ayusin mo Naman""",negative,voice
Tap #0000,NICE KILL,positive,voice
Tap #0000, WELL PLAYED,positive,voice
Tap #0000, NICE GAME,positive,voice
Tap #0000, BABAE KA BA TALAGA?,negative,voice
Tap #0000, BABAE KA?,negative,voice
Tap #0000, BADING KA BA?,negative,voice
Kay JV lang po#0629,"""Fuck you",negative,voice
Kay JV lang po#0629,tangina nung sage,negative,voice
Kay JV lang po#0629,"putangina ka delete mona valo mo""",negative,voice
DROWHUNTER #2458,I fuck your mom,negative,voice
DROWHUNTER #2458, kiss my ass,negative,voice
DROWHUNTER #2458, suck my d,negative,voice
Skyfish,GGLHF,positive,voice
I hate Reyna#8591,noob,negative,voice
I hate Reyna#8591, dump,negative,voice
I hate Reyna#8591,sucks,negative,voice
I hate Reyna#8591,useless,negative,voice
I hate Reyna#8591, ETc,,voice
Player1#2110,Diff (noob),negative,voice
Player1#2110, tanga,negative,voice
Player1#2110, bobo,negative,voice
Player1#2110, gago,negative,voice
Player1#2110, tang ina,negative,voice
Player1#2110, walang kwenta,negative,voice
Player1#2110, quit na,negative,voice
Player1#2110, wag ka na maglaro,negative,voice
Markehfi #del,tangena bobo kampe,negative,voice
Markehfi #del, baiter amp,negative,voice
Markehfi #del, gg tatanga nyo,negative,voice
mangopie#pie,all filipino curse words and any currse words u can think of,negative,voice
Daga #mouse,Most player who used mic when I play with them they're awesome,negative,voice
NRX Jae eon#999,what the fuck are you doing,negative,voice
NRX Jae eon#999, lets go a,positive,voice
NRX Jae eon#999, lets go b,positive,voice
NRX Jae eon#999, lets go c,positive,voice
NRX Jae eon#999, can we come together,positive,voice
NRX Jae eon#999, stop lurking,negative,voice
smithereens #1111,bobo nito,negative,voice
smithereens #1111, quit the game noob,negative,voice
el cucuy#razon,the n-word :(,negative,voice
Hyde #JAAB,bobo,negative,voice
Hyde #JAAB, wag kana maglaro,negative,voice
Hyde #JAAB, report player,negative,voice
Sakit mo mahalin#Mayeh,(Tanga),negative,voice
keshii#zZzzZ,a,positive,voice
Risa#6197,bobo,negative,voice
Risa#6197, tangina,negative,voice
Risa#6197, gago,negative,voice
Secrettt#shhh,Bobo,negative,voice
Secrettt#shhh,Tanga,negative,voice
Secrettt#shhh,No aim,negative,voice
Secrettt#shhh, Change game,negative,voice
Secrettt#shhh, about rank also,negative,voice
SCE Nil#0227,bobo,negative,voice
SCE Nil#0227,tanga,negative,voice
SCE Nil#0227,quit valo,negative,voice
VALAR Lucifer #PEPE,Stupid,negative,voice
VALAR Lucifer #PEPE, tanga,negative,voice
VALAR Lucifer #PEPE, bobo,negative,voice
pancake #dgaf,Bobo,negative,voice
pancake #dgaf, tanga,negative,voice
Zoey #0623,ay babae pala to wala na talo na,negative,voice
Neneng Makulit#tpcal,bobo,negative,voice
Neneng Makulit#tpcal, just die (in real life),negative,voice
Neneng Makulit#tpcal, trash,negative,voice
Neneng Makulit#tpcal, babae kasi,negative,voice
Neneng Makulit#tpcal, and slut,negative,voice
edwrd #oms,saying badwords,negative,voice
edwrd #oms, curse word,negative,voice
Son#8913,Trashtalk ,negative,voice
MINATOZAKIサナ #Maki,Mostly like ang bobo mo ,negative,voice
Lex #20000,Nice try,positive,voice
BaconHart28 #NCT,BOBO,negative,voice
Yoshsaturn#1130,"""dude he's there what the f are you doing"" ""walang kwentang kalaro"" ",negative,voice
0,dumb,negative,voice
0,NT,positive,voice
0,bobo,negative,voice
My Spinach Puffs #kronk,Iyak,negative,voice
My Spinach Puffs #kronk, uwi ka nalang,negative,voice
My Spinach Puffs #kronk, bobo mo reyna,negative,voice
emjaycee#ASTRO,BOBO,negative,voice
emjaycee#ASTRO, BABAE PALA KAYA PALA BOBO,negative,voice
emjaycee#ASTRO, Pabuhat,neutral,voice
SSES Cyt #J1228,pota,negative,voice
SSES Cyt #J1228, bobo,negative,voice
SSES Cyt #J1228, wag ka na maglaro,negative,voice
Fleur Du Soleil #Asura,Cyka blyat,negative,voice
Fleur Du Soleil #Asura, anjing goblok ,negative,voice
hesoyam#ggez,Tulog ka na,negative,voice
hesoyam#ggez, sit the fuck down,negative,voice
hesoyam#ggez, noob tanginamo,negative,voice
bitWise#OPRTR,Nice try,positive,voice
bitWise#OPRTR, tanga,negative,voice
bitWise#OPRTR, bobo,negative,voice
bitWise#OPRTR, tanginamo,negative,voice
bitWise#OPRTR, sa A,positive,voice
bitWise#OPRTR, GG,neutral,voice
bitWise#OPRTR, Sorry,positive,voice
bitWise#OPRTR, my bad,positive,voice
0,*wag ka na maglaro ,negative,voice
wifenloof#Desuu,None I mute their voices,,voice
Apollo #sol,the usual curse words and also racism. ,negative,voice
Di ko tanda ign ko. Mag answer nalang ako hahaha,Cao ni ma,negative,voice
Di ko tanda ign ko. Mag answer nalang ako hahaha, ang bobobo nyo,negative,voice
fatee#rowr, wtf,negative,voice
fatee#rowr, tangina mo bobo ka,negative,voice
fatee#rowr, 'wag ka ng magvalo.,negative,voice
Annastasius#Kath,Low iq newbie,negative,voice
Annastasius#Kath, Fuck your mom,negative,voice
B14SED#uWu,Are u a girl?cause u are so damn noob and boosted,negative,voice
R3DMATRIX#0609,you suck,negative,voice
R3DMATRIX#0609, what are you doing?,negative,voice
R3DMATRIX#0609, you're so bad,negative,voice
ZeroTwo#Kneel,Bobo,negative,voice
ZeroTwo#Kneel,Nice one,positive,voice
ZeroTwo#Kneel,pa drop ,neutral,voice
ZeroTwo#Kneel, ,,voice
Zoe Potato#zoe,pick duelist and then die,negative,voice
Zoe Potato#zoe, you move like iron,negative,voice
Zoe Potato#zoe, entry?,negative,voice
Zoe Potato#zoe, your mom,negative,voice
Zoe Potato#zoe, you are stupid,negative,voice
Oreo#kbnjl,stupid,negative,voice
Oreo#kbnjl, noob,negative,voice
Oreo#kbnjl, tanga,negative,voice
Oreo#kbnjl, bobo,negative,voice
Phoxsap#2223,Nt,positive,voice
Phoxsap#2223, a site,positive,voice
Phoxsap#2223, b site,positive,voice
Phoxsap#2223, c,positive,voice
Phoxsap#2223, site,positive,voice
Phoxsap#2223, rotating,positive,voice
Phoxsap#2223, hii,positive,voice
Phoxsap#2223, hello,positive,voice
tinapangtubol#kobe,AMBOBO MO,negative,voice
tinapangtubol#kobe, OHMYGOD STUPID LA,negative,voice
tinapangtubol#kobe,,,voice
Kuraidu #yAah,Fuck you,negative,voice
Kuraidu #yAah, Fuck your mother,negative,voice
Kuraidu #yAah, Gay,negative,voice
Kuraidu #yAah, Bobo/Idiot,negative,voice
Kuraidu #yAah, Tanga,negative,voice
Kuraidu #yAah, Brain dead,negative,voice
Kuraidu #yAah, ,,voice
Road#0020,Tanga,negative,voice
Road#0020, bobo and anything offensive.,negative,voice
Dooby #babi,Whore,negative,voice
Dooby #babi, boosted,negative,voice
Dooby #babi, si boyfriend na gumamit.,negative,voice
SSPH 麗直#715,Tanga,negative,voice
SSPH 麗直#715, Bobo,negative,voice
SSPH 麗直#715, Noob,negative,voice
SSPH 麗直#715, Stupid,negative,voice
SSPH 麗直#715, Idiot,negative,voice
SSPH 麗直#715, Fucker,negative,voice
SSPH 麗直#715, Shit,negative,voice
Shanice#111,Botfrag,negative,voice
Shanice#111, ang tanga mo,negative,voice
Shanice#111, bobo ka,negative,voice
Shanice#111, ,,voice
Skept1c#PNDA,Bobo,negative,voice
yuzwmiski#euge,bobo,negative,voice
yuzwmiski#euge, tanga tanga,negative,voice
yuzwmiski#euge, gg talo na agad,negative,voice
yuzwmiski#euge, di marunong kakampi namin,negative,voice
yuzwmiski#euge, agent dif,negative,voice
jidi #ritze,catcalling,negative,voice
I See That Im #ceeg,bobo,negative,voice
I See That Im #ceeg, tanga,negative,voice
I See That Im #ceeg, stupid,negative,voice
AysKreme#MVRA,Noob,negative,voice
AysKreme#MVRA, wtf,negative,voice
AysKreme#MVRA, bobo,negative,voice
AysKreme#MVRA, tanga,negative,voice
AysKreme#MVRA," wag ka na maglaro
",negative,voice
RAGING T1TE !vamos,Stupid,negative,voice
RAGING T1TE !vamos,ggs,positive,voice
RAGING T1TE !vamos, nasa A,positive,voice
RAGING T1TE !vamos, potanggg inaaa,negative,voice
RAGING T1TE !vamos, tang inaa mag rotate kayo,negative,voice
RAGING T1TE !vamos, ez,negative,voice
RAGING T1TE !vamos, ,,voice
Pikayuls#GEAR,Noob,negative,voice
Pikayuls#GEAR, shit,negative,voice
Pikayuls#GEAR, dumbass,negative,voice
Pikayuls#GEAR, bobo,negative,voice
Pikayuls#GEAR, tanga,negative,voice
Potato#KIT,Most common is bobo used by filipinos,negative,voice
Potato#KIT, and stupid and other terms used by foreigners.,negative,voice
0,kuya pwede pa skin vandal?,neutral,voice
Sayonara #yssa,Ang tanga mo,negative,voice
Sayonara #yssa, kawawa magulang mo sa pag pa-aral sayo,negative,voice
artem1s #LUNA,tanga anong ginagawa mo,negative,voice
artem1s #LUNA, bobo ka *agent*,negative,voice
artem1s #LUNA, wag ka na maglalaro sa susunod,negative,voice
artem1s #LUNA,,,voice
CHOLO #HUSK,Simp for girls ,negative,voice
Lotus#sugar,Tanga,negative,voice
Lotus#sugar, bobo,negative,voice
Lotus#sugar, sexual messages,negative,voice
Aiyu#messy,tangina mong bobo ka; idiot; fucking boosted; bisakol; entry bobong dueslist,negative,voice
Erin#Bliss,Hoy (Agent) What are you doing?,negative,voice
Erin#Bliss, Why are you baiting your teammates,negative,voice
Erin#Bliss, Just quit valo,negative,voice
jotdog#shesh,ang bobo mo naman,negative,voice
Diko na po maalala,Tanginamo gago ka tangatanga mo,negative,voice
Wala ,Bobo,negative,voice
JesusFries #6969,sa,negative,voice
JesusFries #6969,rap mo *agent* and other seggsualizing stuff,negative,voice
JesusFries #6969, i'm too uncomfortable to say it,negative,voice
La muerte #1412,bobo,negative,voice
guiche#lorum,(Comms),neutral,voice
guiche#lorum, midtop,positive,voice
guiche#lorum, mid,positive,voice
guiche#lorum, wines,positive,voice
guiche#lorum, flank,positive,voice
guiche#lorum, tangina mo,negative,voice
guiche#lorum, bobo mo,negative,voice
guiche#lorum, bading,negative,voice
guiche#lorum, uy babae,negative,voice
guiche#lorum, okay lang,negative,voice
ARTS Hoshiko #EXR,ang bobo mo,negative,voice
ARTS Hoshiko #EXR, kaya pala bobo babae kasi,negative,voice
ARTS Hoshiko #EXR, shut up woman.,negative,voice
Summer #May,Tangina mo bobo,negative,voice
Summer #May, malandi,negative,voice
Summer #May, pabebe,negative,voice
Summer #May, tanga,negative,voice
Summer #May, mocking my small natural voice,negative,voice
Summer #May, tanginamo wag ka na mag salita.,negative,voice
MartinDeCello #LCN79,Bobo,negative,voice
MartinDeCello #LCN79, tanga,negative,voice
MartinDeCello #LCN79, stupid,negative,voice
MartinDeCello #LCN79, what the fuck,negative,voice
sve#10969,you are so bad,negative,voice
sve#10969, how are you in this rank,negative,voice
sve#10969, you should quit,negative,voice
sve#10969, boosted,negative,voice
Pupibro シ #PUPI,gay,negative,voice
Pupibro シ #PUPI, stupid,negative,voice
Pupibro シ #PUPI, idiot,negative,voice
Pupibro シ #PUPI, kys,negative,voice
Pupibro シ #PUPI, suck my dick,negative,voice
Pupibro シ #PUPI, motherfucker,negative,voice
Pupibro シ #PUPI, fuck you,negative,voice
andres#deii,ns,positive,voice
Manang Grasiya#1106,hello,positive,voice
Manang Grasiya#1106, bobo,negative,voice
Manang Grasiya#1106, just enjoy the game,positive,voice
Manang Grasiya#1106, nice try,positive,voice
Manang Grasiya#1106, It's okay,positive,voice
nvrgonletudown #cali,bobo,negative,voice
nvrgonletudown #cali, tanga,negative,voice
nvrgonletudown #cali, pustahan tayo mamamatay din ‘to agad,negative,voice
nvrgonletudown #cali, putangina mo,negative,voice
nvrgonletudown #cali, pabigat ka gago,negative,voice
astrielle#keshi,quit valo,negative,voice
astrielle#keshi, you suck at this game,negative,voice
ikura desu#bleu,NT,positive,voice
ikura desu#bleu,MB,positive,voice
ikura desu#bleu,TF,negative,voice
Nitch#0828,Ambobo mo naman,negative,voice
Nitch#0828, di ka ba marunong?,negative,voice
Nitch#0828, Tanga,negative,voice
Nitch#0828, P.I. mo/ka,negative,voice
dracareese#reese,Ang bobo mo,negative,voice
dracareese#reese, What the fuck?!,negative,voice
dracareese#reese, Noob,negative,voice
YoreL#LeroY,Wtf,negative,voice
YoreL#LeroY, bobo ka ba,negative,voice
YoreL#LeroY, noob,negative,voice
YoreL#LeroY, tanga,negative,voice
I JUST WANT TO HELP YOU IN YOUR RESEARCH #jit,nice shot,positive,voice
I JUST WANT TO HELP YOU IN YOUR RESEARCH #jit, good kill,positive,voice
I JUST WANT TO HELP YOU IN YOUR RESEARCH #jit, nice clutch,positive,voice
I JUST WANT TO HELP YOU IN YOUR RESEARCH #jit, smoke heaven,neutral,voice
I JUST WANT TO HELP YOU IN YOUR RESEARCH #jit, one backsite,positive,voice
I JUST WANT TO HELP YOU IN YOUR RESEARCH #jit, rotate kayo lurk ako.,positive,voice
Eurza350,'Noob team',negative,voice
Luciofix#chase,tangina mo,negative,voice
Luciofix#chase, 'wag ka na maglaro bobo,negative,voice
Sunsooo#Sloth,just raging people grunts and tiny tantrums ,negative,voice
yoriii#zoom,nice,positive,voice
yoriii#zoom,bobo mo,negative,voice
yoriii#zoom,nice try,positive,voice
yoriii#zoom,tanga. ,negative,voice
Jiro#9373,Fuck you ,negative,voice
TiP#0101,Tangina mo,negative,voice
TiP#0101, bobo,negative,voice
Niccolò Paganini#Vrtso,sorry i can't answer this question because i'm muting everyone.,,voice
badtzmaru #gers,it is usually still the same ones that i hear from the chat box,,voice
badtzmaru #gers, because either form (i.e.,,voice
badtzmaru #gers," whether it be on chat or through voice comms) it is still the same phrases.

'bobo mo talaga' 'wala ka namang kwenta' 'iyotin ko yang nanay mo eh' 'chingchong ka lang!' 'bumalik ka na nga sa kusina",negative,voice
badtzmaru #gers, la ka namang ambag',negative,voice
Lexgetit #LJC,Nice,positive,voice
Lexgetit #LJC, ggs,positive,voice
Lexgetit #LJC, penge skin,neutral,voice
Lexgetit #LJC, gago,negative,voice
Lexgetit #LJC, bobo,negative,voice
Lexgetit #LJC, putangina,negative,voice
Lexgetit #LJC, afk,negative,voice
Lexgetit #LJC, in-game locations (mid,positive,voice
Lexgetit #LJC, flank,positive,voice
Lexgetit #LJC, window,positive,voice
Lexgetit #LJC, etc.),,voice
#POGI,botfrag,negative,voice
#POGI,putang ina,negative,voice
#POGI,"bobo
",negative,voice
GodJihyo#1015,Same as above,,voice
#POGI,WTF TEAMMATES,negative,voice
#POGI,NOOB,negative,voice
#POGI,FUCK YOU,negative,voice
zAki #Aein ,usually call out but sometimes if the game become toxic you will hear is all curse,negative,voice
CRZY Sundae #Sweet,goblok,negative,voice
CRZY Sundae #Sweet, bobo,negative,voice
CRZY Sundae #Sweet, tanga,negative,voice
CRZY Sundae #Sweet, tarantado,negative,voice
CRZY Sundae #Sweet, mangmang,negative,voice
CRZY Sundae #Sweet, inutil,negative,voice
CRZY Sundae #Sweet, puta,negative,voice
CRZY Sundae #Sweet, gago,negative,voice
CRZY Sundae #Sweet, fuck you,negative,voice
CRZY Sundae #Sweet, tite,negative,voice
Chanchi#2004,baiting,negative,voice
Chanchi#2004,idk what u r doing,negative,voice
Chanchi#2004, ur blaming ur fault to me,negative,voice
Chanchi#2004, trashtalks everyone,negative,voice
TheMortalHowler #5460,"""F*ck you *insert IGN*""",negative,voice
TheMortalHowler #5460," ""Quit Valorant""",negative,voice
TheMortalHowler #5460," ""Stupid"".",negative,voice
Tiara#aest,ano ba yan,negative,voice
Tiara#aest, wtf,negative,voice
Tiara#aest, ,,voice
Tadashi#3805,Bat ang bobo mo,negative,voice
Tadashi#3805, tanga mo,negative,voice
Tadashi#3805, ,,voice
zenin#1202,bobo mo (agent name),negative,voice
twirly#eyy,tanga,negative,voice
twirly#eyy, the P.I filo curse,negative,voice
twirly#eyy, damn it,negative,voice
twirly#eyy, nice try,positive,voice
